old_path,new_path
src/main/java/com/example/agent/context/EvidenceStats.java,src/main/java/com/example/agent/capabilities/context/EvidenceStats.java
src/main/java/com/example/agent/context/EvidenceType.java,src/main/java/com/example/agent/capabilities/context/EvidenceType.java
src/main/java/com/example/agent/context/LongTermMemory.java,src/main/java/com/example/agent/capabilities/context/LongTermMemory.java
src/main/java/com/example/agent/context/MemoryRef.java,src/main/java/com/example/agent/capabilities/context/MemoryRef.java
src/main/java/com/example/agent/context/PromptAssemblyInput.java,src/main/java/com/example/agent/capabilities/context/PromptAssemblyInput.java
src/main/java/com/example/agent/context/RoleBoundary.java,src/main/java/com/example/agent/capabilities/context/RoleBoundary.java
src/main/java/com/example/agent/context/RuntimeMeta.java,src/main/java/com/example/agent/capabilities/context/RuntimeMeta.java
src/main/java/com/example/agent/context/TaskIntent.java,src/main/java/com/example/agent/capabilities/context/TaskIntent.java
src/main/java/com/example/agent/context/ToolCallState.java,src/main/java/com/example/agent/capabilities/context/ToolCallState.java
src/main/java/com/example/agent/context/ToolState.java,src/main/java/com/example/agent/capabilities/context/ToolState.java
src/main/java/com/example/agent/context/WorkingMemory.java,src/main/java/com/example/agent/capabilities/context/WorkingMemory.java
src/main/java/com/example/agent/contracts/OpenApiConfig.java,src/main/java/com/example/agent/api/contracts/OpenApiConfig.java
src/main/java/com/example/agent/contracts/OpenApiController.java,src/main/java/com/example/agent/api/contracts/OpenApiController.java
src/main/java/com/example/agent/contracts/OpenApiDocumentStore.java,src/main/java/com/example/agent/api/contracts/OpenApiDocumentStore.java
src/main/java/com/example/agent/domain/event/EventType.java,src/main/java/com/example/agent/streaming/domain/EventType.java
src/main/java/com/example/agent/domain/event/StreamCursor.java,src/main/java/com/example/agent/streaming/domain/StreamCursor.java
src/main/java/com/example/agent/domain/event/StreamEvent.java,src/main/java/com/example/agent/streaming/domain/StreamEvent.java
src/main/java/com/example/agent/evaluation/CapabilityBoundaryEvaluator.java,src/main/java/com/example/agent/governance/evaluation/CapabilityBoundaryEvaluator.java
src/main/java/com/example/agent/evaluation/CapabilityEvaluationInput.java,src/main/java/com/example/agent/governance/evaluation/CapabilityEvaluationInput.java
src/main/java/com/example/agent/evaluation/CapabilityEvaluationProperties.java,src/main/java/com/example/agent/governance/evaluation/CapabilityEvaluationProperties.java
src/main/java/com/example/agent/evaluation/CapabilityEvaluationResult.java,src/main/java/com/example/agent/governance/evaluation/CapabilityEvaluationResult.java
src/main/java/com/example/agent/evaluation/CapabilityRiskLevel.java,src/main/java/com/example/agent/governance/evaluation/CapabilityRiskLevel.java
src/main/java/com/example/agent/gateway/controller/ApprovalController.java,src/main/java/com/example/agent/api/http/controller/ApprovalController.java
src/main/java/com/example/agent/gateway/controller/BudgetController.java,src/main/java/com/example/agent/api/http/controller/BudgetController.java
src/main/java/com/example/agent/gateway/controller/GlobalExceptionHandler.java,src/main/java/com/example/agent/api/http/exception/GlobalExceptionHandler.java
src/main/java/com/example/agent/gateway/controller/McpController.java,src/main/java/com/example/agent/api/http/controller/McpController.java
src/main/java/com/example/agent/gateway/controller/MemoryController.java,src/main/java/com/example/agent/api/http/controller/MemoryController.java
src/main/java/com/example/agent/gateway/controller/PolicyController.java,src/main/java/com/example/agent/api/http/controller/PolicyController.java
src/main/java/com/example/agent/gateway/controller/ReplayController.java,src/main/java/com/example/agent/api/http/controller/ReplayController.java
src/main/java/com/example/agent/gateway/controller/ScheduleController.java,src/main/java/com/example/agent/api/http/controller/ScheduleController.java
src/main/java/com/example/agent/gateway/controller/TaskController.java,src/main/java/com/example/agent/api/http/controller/TaskController.java
src/main/java/com/example/agent/gateway/controller/TimelineController.java,src/main/java/com/example/agent/api/http/controller/TimelineController.java
src/main/java/com/example/agent/gateway/controller/ToolApprovalController.java,src/main/java/com/example/agent/api/http/controller/ToolApprovalController.java
src/main/java/com/example/agent/governance/CircuitBreakerManager.java,src/main/java/com/example/agent/governance/circuitbreaker/CircuitBreakerManager.java
src/main/java/com/example/agent/governance/RateLimitRule.java,src/main/java/com/example/agent/governance/ratelimit/RateLimitRule.java
src/main/java/com/example/agent/governance/RateLimitService.java,src/main/java/com/example/agent/governance/ratelimit/RateLimitService.java
src/main/java/com/example/agent/governance/ReplayRequest.java,src/main/java/com/example/agent/governance/replay/ReplayRequest.java
src/main/java/com/example/agent/governance/ReplayResponse.java,src/main/java/com/example/agent/governance/replay/ReplayResponse.java
src/main/java/com/example/agent/governance/ReplayService.java,src/main/java/com/example/agent/governance/replay/ReplayService.java
src/main/java/com/example/agent/governance/ReplaySession.java,src/main/java/com/example/agent/governance/replay/ReplaySession.java
src/main/java/com/example/agent/history/EventLogPage.java,src/main/java/com/example/agent/history/eventlog/EventLogPage.java
src/main/java/com/example/agent/history/EventLogRecord.java,src/main/java/com/example/agent/history/eventlog/EventLogRecord.java
src/main/java/com/example/agent/history/EventLogRepository.java,src/main/java/com/example/agent/history/eventlog/EventLogRepository.java
src/main/java/com/example/agent/history/EventLogService.java,src/main/java/com/example/agent/history/eventlog/EventLogService.java
src/main/java/com/example/agent/history/EventQuery.java,src/main/java/com/example/agent/history/eventlog/EventQuery.java
src/main/java/com/example/agent/history/InMemoryEventLogRepository.java,src/main/java/com/example/agent/history/eventlog/InMemoryEventLogRepository.java
src/main/java/com/example/agent/history/JdbcEventLogRepository.java,src/main/java/com/example/agent/history/eventlog/JdbcEventLogRepository.java
src/main/java/com/example/agent/history/TimelineRecord.java,src/main/java/com/example/agent/history/timeline/TimelineRecord.java
src/main/java/com/example/agent/history/TimelineRequest.java,src/main/java/com/example/agent/history/timeline/TimelineRequest.java
src/main/java/com/example/agent/history/TimelineResponse.java,src/main/java/com/example/agent/history/timeline/TimelineResponse.java
src/main/java/com/example/agent/history/TimelineService.java,src/main/java/com/example/agent/history/timeline/TimelineService.java
src/main/java/com/example/agent/memory/CompressedMemoryStore.java,src/main/java/com/example/agent/capabilities/memory/CompressedMemoryStore.java
src/main/java/com/example/agent/memory/CompressionRequest.java,src/main/java/com/example/agent/capabilities/memory/CompressionRequest.java
src/main/java/com/example/agent/memory/ConversationSummary.java,src/main/java/com/example/agent/capabilities/memory/ConversationSummary.java
src/main/java/com/example/agent/memory/EmbeddingService.java,src/main/java/com/example/agent/capabilities/memory/EmbeddingService.java
src/main/java/com/example/agent/memory/HashEmbeddingService.java,src/main/java/com/example/agent/capabilities/memory/HashEmbeddingService.java
src/main/java/com/example/agent/memory/InMemoryMemoryRepository.java,src/main/java/com/example/agent/capabilities/memory/InMemoryMemoryRepository.java
src/main/java/com/example/agent/memory/JdbcMemoryRepository.java,src/main/java/com/example/agent/capabilities/memory/JdbcMemoryRepository.java
src/main/java/com/example/agent/memory/MemoryChunk.java,src/main/java/com/example/agent/capabilities/memory/MemoryChunk.java
src/main/java/com/example/agent/memory/MemoryExpirationService.java,src/main/java/com/example/agent/capabilities/memory/MemoryExpirationService.java
src/main/java/com/example/agent/memory/MemoryExpireProperties.java,src/main/java/com/example/agent/capabilities/memory/MemoryExpireProperties.java
src/main/java/com/example/agent/memory/MemoryPolicy.java,src/main/java/com/example/agent/capabilities/memory/MemoryPolicy.java
src/main/java/com/example/agent/memory/MemoryPolicyProperties.java,src/main/java/com/example/agent/capabilities/memory/MemoryPolicyProperties.java
src/main/java/com/example/agent/memory/MemoryQuery.java,src/main/java/com/example/agent/capabilities/memory/MemoryQuery.java
src/main/java/com/example/agent/memory/MemoryRecallProperties.java,src/main/java/com/example/agent/capabilities/memory/MemoryRecallProperties.java
src/main/java/com/example/agent/memory/MemoryRecallResult.java,src/main/java/com/example/agent/capabilities/memory/MemoryRecallResult.java
src/main/java/com/example/agent/memory/MemoryRecallService.java,src/main/java/com/example/agent/capabilities/memory/MemoryRecallService.java
src/main/java/com/example/agent/memory/MemoryRecord.java,src/main/java/com/example/agent/capabilities/memory/MemoryRecord.java
src/main/java/com/example/agent/memory/MemoryRepository.java,src/main/java/com/example/agent/capabilities/memory/MemoryRepository.java
src/main/java/com/example/agent/memory/MemorySearchResult.java,src/main/java/com/example/agent/capabilities/memory/MemorySearchResult.java
src/main/java/com/example/agent/memory/MemoryStore.java,src/main/java/com/example/agent/capabilities/memory/MemoryStore.java
src/main/java/com/example/agent/memory/MemoryVectorProperties.java,src/main/java/com/example/agent/capabilities/memory/MemoryVectorProperties.java
src/main/java/com/example/agent/memory/MemoryWriteProperties.java,src/main/java/com/example/agent/capabilities/memory/MemoryWriteProperties.java
src/main/java/com/example/agent/memory/MemoryWriteService.java,src/main/java/com/example/agent/capabilities/memory/MemoryWriteService.java
src/main/java/com/example/agent/memory/QdrantVectorStore.java,src/main/java/com/example/agent/capabilities/memory/QdrantVectorStore.java
src/main/java/com/example/agent/memory/RecentMemoryStore.java,src/main/java/com/example/agent/capabilities/memory/RecentMemoryStore.java
src/main/java/com/example/agent/memory/SemanticMemoryStore.java,src/main/java/com/example/agent/capabilities/memory/SemanticMemoryStore.java
src/main/java/com/example/agent/memory/TokenEstimator.java,src/main/java/com/example/agent/capabilities/memory/TokenEstimator.java
src/main/java/com/example/agent/memory/VectorStore.java,src/main/java/com/example/agent/capabilities/memory/VectorStore.java
src/main/java/com/example/agent/memory/WorkingMemorySummary.java,src/main/java/com/example/agent/capabilities/memory/WorkingMemorySummary.java
src/main/java/com/example/agent/model/DefaultLlmClient.java,src/main/java/com/example/agent/capabilities/llm/DefaultLlmClient.java
src/main/java/com/example/agent/model/DefaultModelProvider.java,src/main/java/com/example/agent/capabilities/llm/DefaultModelProvider.java
src/main/java/com/example/agent/model/DefaultPromptAssembler.java,src/main/java/com/example/agent/capabilities/llm/DefaultPromptAssembler.java
src/main/java/com/example/agent/model/DefaultPromptTemplate.java,src/main/java/com/example/agent/capabilities/llm/DefaultPromptTemplate.java
src/main/java/com/example/agent/model/LlmClient.java,src/main/java/com/example/agent/capabilities/llm/LlmClient.java
src/main/java/com/example/agent/model/ModelConfigProperties.java,src/main/java/com/example/agent/capabilities/llm/ModelConfigProperties.java
src/main/java/com/example/agent/model/ModelDefinition.java,src/main/java/com/example/agent/capabilities/llm/ModelDefinition.java
src/main/java/com/example/agent/model/ModelFallbackDecision.java,src/main/java/com/example/agent/capabilities/llm/ModelFallbackDecision.java
src/main/java/com/example/agent/model/ModelFallbackPolicy.java,src/main/java/com/example/agent/capabilities/llm/ModelFallbackPolicy.java
src/main/java/com/example/agent/model/ModelInvocationService.java,src/main/java/com/example/agent/capabilities/llm/ModelInvocationService.java
src/main/java/com/example/agent/model/ModelProvider.java,src/main/java/com/example/agent/capabilities/llm/ModelProvider.java
src/main/java/com/example/agent/model/ModelRegistry.java,src/main/java/com/example/agent/capabilities/llm/ModelRegistry.java
src/main/java/com/example/agent/model/ModelRequest.java,src/main/java/com/example/agent/capabilities/llm/ModelRequest.java
src/main/java/com/example/agent/model/ModelResponse.java,src/main/java/com/example/agent/capabilities/llm/ModelResponse.java
src/main/java/com/example/agent/model/ModelRouter.java,src/main/java/com/example/agent/capabilities/llm/ModelRouter.java
src/main/java/com/example/agent/model/ModelScene.java,src/main/java/com/example/agent/capabilities/llm/ModelScene.java
src/main/java/com/example/agent/model/ModelToolChoice.java,src/main/java/com/example/agent/capabilities/llm/ModelToolChoice.java
src/main/java/com/example/agent/model/ModelToolDefinition.java,src/main/java/com/example/agent/capabilities/llm/ModelToolDefinition.java
src/main/java/com/example/agent/model/ModelToolResolver.java,src/main/java/com/example/agent/capabilities/llm/ModelToolResolver.java
src/main/java/com/example/agent/model/PromptAssembler.java,src/main/java/com/example/agent/capabilities/llm/PromptAssembler.java
src/main/java/com/example/agent/model/PromptBundle.java,src/main/java/com/example/agent/capabilities/llm/PromptBundle.java
src/main/java/com/example/agent/model/PromptMessage.java,src/main/java/com/example/agent/capabilities/llm/PromptMessage.java
src/main/java/com/example/agent/model/PromptRenderContext.java,src/main/java/com/example/agent/capabilities/llm/PromptRenderContext.java
src/main/java/com/example/agent/model/PromptRole.java,src/main/java/com/example/agent/capabilities/llm/PromptRole.java
src/main/java/com/example/agent/model/PromptTemplate.java,src/main/java/com/example/agent/capabilities/llm/PromptTemplate.java
src/main/java/com/example/agent/model/PromptTemplateResolver.java,src/main/java/com/example/agent/capabilities/llm/PromptTemplateResolver.java
src/main/java/com/example/agent/model/PromptTrace.java,src/main/java/com/example/agent/capabilities/llm/PromptTrace.java
src/main/java/com/example/agent/multiagent/AgentConfig.java,src/main/java/com/example/agent/orchestration/multiagent/AgentConfig.java
src/main/java/com/example/agent/multiagent/AgentGraph.java,src/main/java/com/example/agent/orchestration/multiagent/AgentGraph.java
src/main/java/com/example/agent/multiagent/AgentGraphExecutor.java,src/main/java/com/example/agent/orchestration/multiagent/AgentGraphExecutor.java
src/main/java/com/example/agent/multiagent/AgentProfile.java,src/main/java/com/example/agent/orchestration/multiagent/AgentProfile.java
src/main/java/com/example/agent/multiagent/AgentProfileProperties.java,src/main/java/com/example/agent/orchestration/multiagent/AgentProfileProperties.java
src/main/java/com/example/agent/multiagent/AgentRole.java,src/main/java/com/example/agent/orchestration/multiagent/AgentRole.java
src/main/java/com/example/agent/multiagent/HandoffRecord.java,src/main/java/com/example/agent/orchestration/multiagent/HandoffRecord.java
src/main/java/com/example/agent/multiagent/HandoffRequest.java,src/main/java/com/example/agent/orchestration/multiagent/HandoffRequest.java
src/main/java/com/example/agent/multiagent/HandoffResult.java,src/main/java/com/example/agent/orchestration/multiagent/HandoffResult.java
src/main/java/com/example/agent/multiagent/HandoffService.java,src/main/java/com/example/agent/orchestration/multiagent/HandoffService.java
src/main/java/com/example/agent/multiagent/MultiAgentCoordinator.java,src/main/java/com/example/agent/orchestration/multiagent/MultiAgentCoordinator.java
src/main/java/com/example/agent/multiagent/SupervisorCoordinator.java,src/main/java/com/example/agent/orchestration/multiagent/SupervisorCoordinator.java
src/main/java/com/example/agent/observability/MetricsPublisher.java,src/main/java/com/example/agent/streaming/observability/MetricsPublisher.java
src/main/java/com/example/agent/observability/TracingPublisher.java,src/main/java/com/example/agent/streaming/observability/TracingPublisher.java
src/main/java/com/example/agent/orchestrator/InMemoryTaskRepository.java,src/main/java/com/example/agent/orchestration/task/InMemoryTaskRepository.java
src/main/java/com/example/agent/orchestrator/JdbcTaskRepository.java,src/main/java/com/example/agent/orchestration/task/JdbcTaskRepository.java
src/main/java/com/example/agent/orchestrator/TaskExecutionService.java,src/main/java/com/example/agent/orchestration/task/TaskExecutionService.java
src/main/java/com/example/agent/orchestrator/TaskOrchestrator.java,src/main/java/com/example/agent/orchestration/task/TaskOrchestrator.java
src/main/java/com/example/agent/orchestrator/TaskQueryService.java,src/main/java/com/example/agent/orchestration/task/TaskQueryService.java
src/main/java/com/example/agent/orchestrator/TaskRecord.java,src/main/java/com/example/agent/orchestration/task/TaskRecord.java
src/main/java/com/example/agent/orchestrator/TaskRepository.java,src/main/java/com/example/agent/orchestration/task/TaskRepository.java
src/main/java/com/example/agent/orchestrator/TaskSubmissionService.java,src/main/java/com/example/agent/orchestration/task/TaskSubmissionService.java
src/main/java/com/example/agent/orchestrator/WorkflowRouter.java,src/main/java/com/example/agent/orchestration/workflow/WorkflowRouter.java
src/main/java/com/example/agent/planning/Plan.java,src/main/java/com/example/agent/planning/Plan.java
src/main/java/com/example/agent/planning/PlannerProperties.java,src/main/java/com/example/agent/planning/PlannerProperties.java
src/main/java/com/example/agent/planning/PlannerService.java,src/main/java/com/example/agent/planning/PlannerService.java
src/main/java/com/example/agent/planning/PlanRequest.java,src/main/java/com/example/agent/planning/PlanRequest.java
src/main/java/com/example/agent/planning/PlanResult.java,src/main/java/com/example/agent/planning/PlanResult.java
src/main/java/com/example/agent/policy/PolicyDecision.java,src/main/java/com/example/agent/governance/policy/PolicyDecision.java
src/main/java/com/example/agent/policy/PolicyEngine.java,src/main/java/com/example/agent/governance/policy/PolicyEngine.java
src/main/java/com/example/agent/policy/PolicyRequest.java,src/main/java/com/example/agent/governance/policy/PolicyRequest.java
src/main/java/com/example/agent/reasoning/ChainOfThoughtResult.java,src/main/java/com/example/agent/reasoning/cot/ChainOfThoughtResult.java
src/main/java/com/example/agent/reasoning/ChainOfThoughtService.java,src/main/java/com/example/agent/reasoning/cot/ChainOfThoughtService.java
src/main/java/com/example/agent/reasoning/CotProperties.java,src/main/java/com/example/agent/reasoning/cot/CotProperties.java
src/main/java/com/example/agent/reasoning/DebateCoordinator.java,src/main/java/com/example/agent/reasoning/debate/DebateCoordinator.java
src/main/java/com/example/agent/reasoning/DebateRound.java,src/main/java/com/example/agent/reasoning/debate/DebateRound.java
src/main/java/com/example/agent/reasoning/ThoughtNode.java,src/main/java/com/example/agent/reasoning/thoughttree/ThoughtNode.java
src/main/java/com/example/agent/reasoning/ThoughtTreeConfig.java,src/main/java/com/example/agent/reasoning/thoughttree/ThoughtTreeConfig.java
src/main/java/com/example/agent/reasoning/ThoughtTreeResult.java,src/main/java/com/example/agent/reasoning/thoughttree/ThoughtTreeResult.java
src/main/java/com/example/agent/reasoning/ThoughtTreeService.java,src/main/java/com/example/agent/reasoning/thoughttree/ThoughtTreeService.java
src/main/java/com/example/agent/reflection/ReflectionProperties.java,src/main/java/com/example/agent/reflection/ReflectionProperties.java
src/main/java/com/example/agent/reflection/ReflectionReport.java,src/main/java/com/example/agent/reflection/ReflectionReport.java
src/main/java/com/example/agent/reflection/ReflectionRequest.java,src/main/java/com/example/agent/reflection/ReflectionRequest.java
src/main/java/com/example/agent/reflection/ReflectionResult.java,src/main/java/com/example/agent/reflection/ReflectionResult.java
src/main/java/com/example/agent/reflection/ReflectionService.java,src/main/java/com/example/agent/reflection/ReflectionService.java
src/main/java/com/example/agent/repair/JsonOutputRepairService.java,src/main/java/com/example/agent/capabilities/llm/repair/JsonOutputRepairService.java
src/main/java/com/example/agent/repair/JsonOutputSchema.java,src/main/java/com/example/agent/capabilities/llm/repair/JsonOutputSchema.java
src/main/java/com/example/agent/research/DeepResearchWorkflowProperties.java,src/main/java/com/example/agent/capabilities/context/research/DeepResearchWorkflowProperties.java
src/main/java/com/example/agent/research/ResearchCitation.java,src/main/java/com/example/agent/capabilities/context/research/ResearchCitation.java
src/main/java/com/example/agent/research/ResearchPipeline.java,src/main/java/com/example/agent/capabilities/context/research/ResearchPipeline.java
src/main/java/com/example/agent/research/ResearchRunResult.java,src/main/java/com/example/agent/capabilities/context/research/ResearchRunResult.java
src/main/java/com/example/agent/runtime/AgentRuntime.java,src/main/java/com/example/agent/runtime/engine/AgentRuntime.java
src/main/java/com/example/agent/runtime/ApprovalDecisionRequest.java,src/main/java/com/example/agent/runtime/engine/ApprovalDecisionRequest.java
